job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
ai00161,principal data scientist,198403,usd,ex,fl,denmark,m,israel,50,"data visualization, sql, scala",associate,15,media,2024-03-14,2024-04-21,944,9.1,digital transformation llc
ai00162,research scientist,153040,usd,se,ct,canada,l,canada,50,"sql, tableau, statistics, gcp",bachelor,7,manufacturing,2024-06-25,2024-08-23,1112,8.2,autonomous tech
ai00163,ai software engineer,51898,usd,mi,fl,israel,s,israel,0,"deep learning, python, nlp",associate,2,consulting,2024-10-05,2024-11-26,721,8.9,machine intelligence group
ai00164,ai architect,115191,eur,se,fl,germany,s,netherlands,0,"r, aws, git, tableau",associate,7,education,2024-07-10,2024-09-04,2362,5.7,advanced robotics
ai00165,ml ops engineer,170139,usd,se,pt,united states,l,denmark,50,"python, spark, hadoop",bachelor,5,technology,2025-01-30,2025-03-27,578,9.6,future systems
ai00166,ml ops engineer,63860,usd,en,ct,canada,l,canada,100,"linux, tensorflow, gcp, docker, azure",master,0,gaming,2024-08-02,2024-09-28,2424,9.5,autonomous tech
ai00167,nlp engineer,125152,usd,mi,ct,norway,m,norway,100,"tensorflow, docker, aws, spark",phd,3,retail,2024-08-11,2024-08-31,2348,6.6,smart analytics
ai00168,ai software engineer,61572,usd,en,ct,south korea,l,south korea,50,"linux, azure, kubernetes",bachelor,0,healthcare,2024-07-19,2024-09-08,2485,7.1,datavision ltd
ai00169,head of ai,101054,eur,mi,ct,germany,m,israel,50,"statistics, tableau, java, data visualization, nlp",master,3,transportation,2024-01-06,2024-02-26,986,8.5,autonomous tech
ai00170,data engineer,145355,usd,ex,ct,canada,s,canada,100,"spark, linux, aws, deep learning",master,13,media,2024-08-25,2024-09-12,685,9.6,deeptech ventures
ai00171,deep learning engineer,183484,usd,ex,ft,singapore,s,singapore,100,"scala, data visualization, tensorflow, mathematics, java",master,19,gaming,2024-11-20,2025-01-01,834,7.7,autonomous tech
ai00172,ai product manager,111997,usd,mi,ct,singapore,l,singapore,100,"pytorch, scala, hadoop, docker, computer vision",phd,2,technology,2025-03-15,2025-04-14,1535,6.6,neural networks co
ai00173,ai specialist,214195,gbp,ex,pt,united kingdom,m,sweden,100,"tableau, gcp, python",bachelor,19,manufacturing,2025-03-13,2025-04-11,1254,5.2,smart analytics
ai00174,ai software engineer,93211,usd,se,pt,india,m,united kingdom,50,"python, tensorflow, gcp, java",master,9,manufacturing,2025-01-08,2025-02-03,1474,9.3,machine intelligence group
ai00175,deep learning engineer,82209,eur,en,pt,germany,l,germany,100,"statistics, tensorflow, python",master,1,transportation,2024-11-09,2024-12-23,859,7.0,smart analytics
ai00176,ai software engineer,149669,eur,se,pt,germany,m,germany,50,"scala, hadoop, azure",associate,9,retail,2024-11-01,2024-11-23,2291,6.2,predictive systems
ai00177,ai software engineer,56825,usd,mi,pt,china,m,china,50,"linux, azure, git, deep learning, spark",associate,3,government,2024-07-11,2024-08-02,2301,9.5,ai innovations
ai00178,research scientist,131635,usd,mi,ft,denmark,l,denmark,50,"kubernetes, git, gcp, nlp",phd,2,manufacturing,2024-03-10,2024-04-16,715,8.2,techcorp inc
ai00179,nlp engineer,163843,usd,se,fl,norway,l,norway,50,"scala, python, data visualization, kubernetes, statistics",phd,7,telecommunications,2024-09-20,2024-10-23,1723,8.5,algorithmic solutions
ai00180,ai consultant,73281,usd,mi,ct,india,l,india,0,"deep learning, azure, python",bachelor,2,technology,2025-01-28,2025-02-21,1753,5.5,cloud ai solutions
ai00181,principal data scientist,51907,usd,mi,ct,south korea,m,south korea,50,"statistics, aws, java, pytorch",associate,3,technology,2024-10-07,2024-12-06,1290,8.3,datavision ltd
ai00182,nlp engineer,178240,eur,ex,fl,netherlands,s,netherlands,50,"python, spark, tensorflow",bachelor,12,real estate,2024-06-01,2024-07-15,2461,8.5,autonomous tech
ai00183,machine learning researcher,83226,usd,se,ft,ireland,s,israel,0,"sql, docker, linux, gcp",master,7,technology,2024-11-19,2025-01-02,1227,7.9,advanced robotics
ai00184,ai product manager,46995,usd,en,ft,austria,s,austria,100,"pytorch, nlp, mlops, azure",master,1,finance,2024-07-07,2024-08-01,1212,5.9,datavision ltd
ai00185,ai research scientist,275296,usd,ex,ft,switzerland,l,switzerland,0,"docker, azure, nlp",associate,14,transportation,2024-02-06,2024-03-14,1483,7.0,datavision ltd
ai00186,deep learning engineer,300422,usd,ex,pt,denmark,m,india,100,"python, tensorflow, r",bachelor,11,education,2024-09-30,2024-11-18,2385,9.9,machine intelligence group
ai00187,ai product manager,116704,usd,mi,ct,canada,l,canada,100,"sql, pytorch, nlp, data visualization",bachelor,2,finance,2024-03-30,2024-04-15,1540,9.8,autonomous tech
ai00188,ai specialist,98422,usd,en,pt,united states,l,united states,0,"java, python, mathematics",phd,0,transportation,2024-05-23,2024-07-07,673,9.4,cloud ai solutions
ai00189,machine learning researcher,210249,usd,ex,pt,norway,m,singapore,100,"mathematics, docker, deep learning",master,15,gaming,2024-12-20,2025-02-15,1219,6.4,machine intelligence group
ai00190,nlp engineer,67708,usd,mi,fl,south korea,s,france,0,"nlp, r, scala, computer vision, azure",master,3,manufacturing,2024-06-10,2024-07-20,1393,7.6,algorithmic solutions
ai00191,data engineer,95796,usd,ex,fl,austria,s,austria,100,"python, tensorflow, scala, aws",master,13,consulting,2024-10-15,2024-12-25,1933,5.8,advanced robotics
ai00192,head of ai,229098,usd,ex,pt,denmark,l,china,50,"pytorch, sql, kubernetes, git, java",master,17,government,2024-02-01,2024-03-25,2004,8.5,predictive systems
ai00193,ml ops engineer,134300,usd,ex,ct,ireland,s,ireland,50,"java, python, deep learning, statistics",master,11,education,2024-07-14,2024-09-16,2111,5.0,predictive systems
ai00194,ai specialist,74408,usd,en,ct,australia,m,norway,100,"tensorflow, docker, r, nlp, java",associate,1,automotive,2024-08-07,2024-09-24,1036,7.9,machine intelligence group
ai00195,ai architect,201971,eur,ex,ft,netherlands,m,australia,0,"java, scala, tableau",phd,13,technology,2024-07-17,2024-09-11,991,6.8,future systems
ai00196,ai software engineer,180764,eur,ex,ct,france,s,france,100,"gcp, tensorflow, data visualization",master,17,gaming,2025-02-17,2025-03-16,1244,7.6,ai innovations
ai00197,principal data scientist,49644,usd,en,ct,china,l,canada,100,"linux, pytorch, tensorflow, azure, python",bachelor,0,finance,2025-02-15,2025-03-26,2266,5.5,future systems
ai00198,ai product manager,89115,usd,se,ct,south korea,m,south korea,50,"mlops, python, linux, nlp",master,7,energy,2025-03-22,2025-05-19,684,6.3,neural networks co
ai00199,ai software engineer,38540,usd,en,pt,austria,s,austria,0,"linux, kubernetes, spark, java",associate,1,technology,2025-01-29,2025-02-27,2144,7.6,smart analytics
ai00200,ai product manager,180252,usd,se,ft,united states,l,united states,50,"tensorflow, kubernetes, sql, linux, mathematics",master,7,telecommunications,2024-02-14,2024-04-07,1711,6.3,future systems
ai00201,robotics engineer,56585,eur,en,ft,netherlands,s,netherlands,0,"mlops, java, aws, nlp, pytorch",master,1,gaming,2024-10-25,2024-11-13,1647,6.1,cloud ai solutions
ai00202,ai specialist,103942,usd,se,fl,sweden,m,sweden,0,"statistics, python, tensorflow",phd,5,education,2025-02-07,2025-03-06,1636,5.5,smart analytics
ai00203,autonomous systems engineer,176009,gbp,se,fl,united kingdom,l,united kingdom,50,"pytorch, sql, tensorflow, git, azure",bachelor,9,automotive,2024-02-25,2024-03-31,2270,6.6,quantum computing inc
ai00204,ai specialist,59056,usd,mi,ct,ireland,m,ireland,50,"scala, sql, deep learning, statistics, gcp",associate,2,healthcare,2024-08-23,2024-10-18,2262,6.0,predictive systems
ai00205,ai consultant,76940,usd,mi,ft,austria,m,austria,0,"aws, scala, docker",associate,3,transportation,2025-03-29,2025-05-31,1948,7.5,cognitive computing
ai00206,machine learning engineer,110341,gbp,se,ct,united kingdom,m,canada,0,"spark, kubernetes, mathematics",phd,7,retail,2025-03-20,2025-05-08,2231,5.6,smart analytics
ai00207,data scientist,102922,gbp,mi,fl,united kingdom,l,united kingdom,0,"python, sql, git",associate,4,government,2024-06-14,2024-07-05,773,7.4,digital transformation llc
ai00208,machine learning researcher,44130,usd,en,ft,japan,s,switzerland,0,"python, gcp, docker, git, java",master,0,technology,2024-11-22,2024-12-20,2330,8.7,datavision ltd
ai00209,data engineer,128112,usd,se,ct,singapore,l,singapore,100,"mathematics, hadoop, tableau",associate,5,telecommunications,2024-11-26,2025-01-20,2129,9.3,quantum computing inc
ai00210,data analyst,48892,eur,en,ct,france,m,ireland,100,"linux, python, nlp",bachelor,0,consulting,2024-10-08,2024-12-09,2296,6.6,datavision ltd
ai00211,research scientist,127478,gbp,mi,ct,united kingdom,l,united kingdom,50,"java, docker, hadoop",master,4,transportation,2025-03-26,2025-04-29,2495,7.8,datavision ltd
ai00212,ai research scientist,100524,usd,se,fl,finland,m,finland,0,"python, kubernetes, statistics, tensorflow",phd,6,gaming,2024-03-29,2024-05-25,1274,5.6,techcorp inc
ai00213,deep learning engineer,45429,usd,en,ft,japan,l,netherlands,0,"gcp, deep learning, python, mlops",associate,0,gaming,2024-09-14,2024-09-30,1854,6.8,algorithmic solutions
ai00214,ml ops engineer,62262,usd,mi,ft,austria,l,france,100,"r, sql, aws, mlops, data visualization",bachelor,4,healthcare,2025-03-19,2025-04-07,1358,9.4,ai innovations
ai00215,ai specialist,68595,usd,mi,ft,china,s,china,50,"azure, python, tensorflow, data visualization",master,4,manufacturing,2024-01-30,2024-02-29,1954,7.5,machine intelligence group
ai00216,ai software engineer,301038,usd,ex,pt,norway,m,norway,50,"gcp, azure, deep learning, spark, sql",phd,18,media,2025-04-15,2025-05-13,1248,5.5,cognitive computing
ai00217,robotics engineer,46253,usd,en,ct,china,m,china,0,"mlops, data visualization, git, tensorflow, hadoop",associate,1,government,2025-04-15,2025-05-30,854,7.9,datavision ltd
ai00218,nlp engineer,59644,usd,en,pt,australia,m,australia,0,"r, docker, gcp, java",associate,0,consulting,2024-04-20,2024-05-27,646,8.7,future systems
ai00219,principal data scientist,53960,usd,mi,pt,finland,m,finland,0,"pytorch, mlops, computer vision, aws, deep learning",master,3,telecommunications,2024-07-15,2024-08-16,1401,9.7,digital transformation llc
ai00220,computer vision engineer,94894,eur,en,pt,netherlands,l,netherlands,50,"aws, hadoop, python, scala, computer vision",associate,1,real estate,2025-03-02,2025-04-13,1931,8.5,autonomous tech
ai00221,autonomous systems engineer,91611,usd,se,ct,israel,l,israel,0,"pytorch, sql, kubernetes",associate,5,finance,2024-09-08,2024-11-12,1885,7.0,digital transformation llc
ai00222,nlp engineer,285880,eur,ex,fl,netherlands,l,canada,50,"sql, linux, tableau, mlops, spark",master,18,finance,2024-04-15,2024-05-08,1537,9.2,smart analytics
ai00223,ai architect,115263,gbp,mi,fl,united kingdom,l,united kingdom,50,"mathematics, hadoop, scala, nlp, kubernetes",bachelor,3,finance,2025-01-25,2025-02-22,1423,6.9,machine intelligence group
ai00224,research scientist,51882,usd,mi,ct,china,s,china,50,"scala, r, sql",associate,3,technology,2024-02-07,2024-03-23,1379,9.0,quantum computing inc
ai00225,data scientist,82051,eur,mi,pt,germany,m,canada,100,"java, python, mlops, docker",master,2,automotive,2025-04-20,2025-05-24,1220,6.1,predictive systems
ai00226,ml ops engineer,122331,usd,se,fl,canada,l,canada,0,"sql, nlp, python",phd,5,retail,2025-02-08,2025-03-07,503,5.7,cognitive computing
ai00227,ai product manager,159643,usd,se,pt,united states,s,united states,100,"data visualization, linux, gcp, hadoop",master,5,gaming,2024-01-27,2024-03-03,951,5.3,digital transformation llc
ai00228,research scientist,254305,gbp,ex,fl,united kingdom,m,united kingdom,50,"hadoop, python, linux, mathematics",bachelor,15,transportation,2024-03-09,2024-03-26,1534,9.4,deeptech ventures
ai00229,data analyst,52027,usd,mi,pt,south korea,m,south korea,100,"kubernetes, linux, tableau, mlops, statistics",master,2,retail,2024-04-18,2024-05-18,2036,5.7,smart analytics
ai00230,robotics engineer,43072,usd,en,pt,india,s,united kingdom,100,"docker, pytorch, spark, tensorflow, nlp",associate,0,energy,2025-01-15,2025-03-10,700,8.3,future systems
ai00231,research scientist,87011,eur,mi,fl,france,l,india,50,"tableau, linux, pytorch, java, aws",phd,4,gaming,2025-03-30,2025-05-13,2261,8.5,future systems
ai00232,ai research scientist,36734,usd,en,fl,china,s,china,100,"azure, python, mathematics",master,1,media,2024-10-11,2024-11-14,1214,9.2,ai innovations
ai00233,head of ai,84897,usd,mi,ct,ireland,l,ireland,0,"tensorflow, linux, deep learning, hadoop",associate,3,manufacturing,2024-10-07,2024-12-12,2463,5.9,techcorp inc
ai00234,ai research scientist,173839,usd,se,fl,united states,m,united states,100,"tensorflow, azure, tableau, data visualization, hadoop",bachelor,5,government,2025-02-04,2025-03-26,2409,5.1,neural networks co
ai00235,ml ops engineer,59357,usd,en,ft,south korea,l,israel,0,"nlp, tableau, kubernetes, sql, gcp",master,0,transportation,2024-03-22,2024-04-13,2247,8.5,deeptech ventures
ai00236,data scientist,51431,usd,en,fl,austria,m,united kingdom,100,"scala, python, data visualization",associate,0,transportation,2024-06-20,2024-07-20,2424,8.7,digital transformation llc
ai00237,autonomous systems engineer,96506,usd,se,ft,ireland,s,ireland,100,"hadoop, spark, kubernetes, scala",phd,5,finance,2024-07-03,2024-07-27,2137,8.6,cloud ai solutions
ai00238,data analyst,59198,usd,en,ft,canada,s,switzerland,50,"linux, kubernetes, data visualization, tensorflow, docker",master,1,manufacturing,2025-04-27,2025-06-09,2008,5.6,algorithmic solutions
ai00239,machine learning engineer,223757,eur,ex,fl,germany,s,germany,0,"git, statistics, data visualization, python, scala",phd,12,education,2025-03-29,2025-05-28,1269,7.3,smart analytics
ai00240,deep learning engineer,74322,eur,en,ft,france,l,france,0,"hadoop, spark, tableau, r, python",bachelor,1,gaming,2024-12-16,2025-01-08,2090,7.9,advanced robotics
ai00241,research scientist,120749,usd,mi,fl,united states,m,netherlands,50,"tensorflow, mlops, kubernetes, sql, java",associate,2,retail,2024-07-01,2024-08-30,1860,6.5,cognitive computing
ai00242,nlp engineer,138212,usd,ex,ft,finland,s,finland,50,"hadoop, azure, java, mlops",master,15,media,2024-02-19,2024-03-25,1176,5.6,future systems
ai00243,robotics engineer,199039,usd,ex,pt,canada,s,canada,0,"git, docker, statistics, mathematics",master,15,real estate,2024-09-19,2024-10-16,1566,6.2,ai innovations
ai00244,ai specialist,105699,usd,se,fl,singapore,s,sweden,0,"spark, git, hadoop",phd,6,healthcare,2025-02-11,2025-03-23,593,6.6,ai innovations
ai00245,research scientist,38497,usd,en,fl,japan,s,japan,100,"python, mathematics, pytorch, spark",bachelor,0,consulting,2025-03-06,2025-05-09,2043,7.7,datavision ltd
ai00246,ai product manager,63141,usd,mi,ct,japan,s,japan,100,"r, azure, mlops",associate,3,manufacturing,2024-12-09,2025-02-08,1662,5.2,digital transformation llc
ai00247,ai specialist,87871,usd,se,ct,austria,l,united kingdom,100,"git, statistics, mathematics, hadoop, java",master,9,telecommunications,2025-02-02,2025-04-16,906,9.1,ai innovations
ai00248,research scientist,255678,usd,ex,ct,united states,m,australia,0,"sql, statistics, mathematics, tensorflow, gcp",bachelor,18,telecommunications,2024-04-12,2024-06-08,2029,7.3,datavision ltd
ai00249,data analyst,132056,eur,se,ct,netherlands,s,netherlands,0,"java, azure, tableau, python",master,7,gaming,2024-10-05,2024-10-23,1085,6.5,digital transformation llc
ai00250,ai research scientist,146085,usd,se,ft,united states,m,united states,100,"git, scala, nlp, python",associate,6,technology,2024-11-09,2025-01-14,1642,6.4,cognitive computing
ai00251,data engineer,85037,usd,mi,ct,sweden,m,sweden,50,"pytorch, python, deep learning, sql, mlops",master,3,finance,2024-10-17,2024-12-05,931,8.0,deeptech ventures
ai00252,ai product manager,42661,usd,en,pt,ireland,m,ireland,0,"python, linux, tableau, sql, mlops",bachelor,1,finance,2024-12-25,2025-01-13,783,8.0,digital transformation llc
ai00253,deep learning engineer,119706,usd,se,fl,israel,l,israel,50,"tensorflow, hadoop, python, java, docker",associate,7,retail,2024-09-13,2024-10-06,2429,5.9,neural networks co
ai00254,computer vision engineer,110064,usd,ex,pt,finland,m,singapore,100,"pytorch, java, kubernetes",bachelor,10,finance,2024-10-10,2024-12-17,546,9.8,smart analytics
ai00255,research scientist,91090,usd,se,ft,china,m,china,100,"azure, pytorch, nlp, tensorflow",associate,9,telecommunications,2025-01-28,2025-02-12,1136,6.2,smart analytics
ai00256,principal data scientist,80307,eur,mi,fl,france,l,norway,50,"spark, java, gcp",master,4,retail,2024-08-28,2024-10-11,2097,7.4,advanced robotics
ai00257,ai product manager,107321,eur,mi,pt,germany,l,ireland,0,"sql, python, gcp",master,3,technology,2025-03-04,2025-04-14,1012,7.6,autonomous tech
ai00258,head of ai,59373,usd,en,ct,austria,l,austria,0,"python, gcp, mathematics, scala, deep learning",phd,0,gaming,2024-07-17,2024-08-28,1833,5.3,datavision ltd
ai00259,machine learning researcher,65191,eur,en,pt,france,s,france,0,"gcp, python, azure, scala",master,0,education,2024-01-20,2024-02-21,1652,6.5,predictive systems
ai00260,robotics engineer,152969,usd,ex,fl,austria,l,austria,0,"tensorflow, pytorch, spark",associate,16,government,2025-04-19,2025-05-12,1811,8.4,advanced robotics
ai00261,research scientist,147893,usd,se,fl,switzerland,s,switzerland,50,"r, python, data visualization, tensorflow",associate,8,healthcare,2024-05-05,2024-06-19,1746,5.9,predictive systems
ai00262,principal data scientist,69807,usd,en,ft,united states,l,united states,0,"data visualization, scala, python, sql, linux",bachelor,0,transportation,2024-12-14,2024-12-31,1431,8.4,smart analytics
